# splot [u=0:6.28] (1-sin(u))*cos(u)-0.3, (1-sin(u))*sin(u)+0.2, 3*sin(u) notitle
point34848 < -0.452679 -1.791228 -2.991220 >
point34849 < -0.452415 -1.791259 -2.991250 >
point34850 < -0.452151 -1.791289 -2.991281 >
point34851 < -0.451887 -1.791320 -2.991311 >
point34852 < -0.451623 -1.791350 -2.991342 >
point34853 < -0.451358 -1.791380 -2.991372 >
point34854 < -0.451094 -1.791410 -2.991402 >
point34855 < -0.450830 -1.791440 -2.991432 >
point34856 < -0.450566 -1.791470 -2.991462 >
point34857 < -0.450302 -1.791500 -2.991492 >
point34858 < -0.450038 -1.791530 -2.991522 >
point34859 < -0.449773 -1.791560 -2.991552 >
point34860 < -0.449509 -1.791590 -2.991582 >
point34861 < -0.449245 -1.791620 -2.991612 >
point34862 < -0.448981 -1.791650 -2.991642 >
point34863 < -0.448717 -1.791679 -2.991672 >
point34864 < -0.448452 -1.791709 -2.991701 >
point34865 < -0.448188 -1.791739 -2.991731 >
point34866 < -0.447924 -1.791768 -2.991761 >
point34867 < -0.447660 -1.791798 -2.991790 >
point34868 < -0.447395 -1.791827 -2.991820 >
point34869 < -0.447131 -1.791856 -2.991849 >
point34870 < -0.446867 -1.791886 -2.991878 >
point34871 < -0.446603 -1.791915 -2.991908 >
point34872 < -0.446338 -1.791944 -2.991937 >
point34873 < -0.446074 -1.791973 -2.991966 >
point34874 < -0.445810 -1.792002 -2.991995 >
point34875 < -0.445545 -1.792032 -2.992024 >
point34876 < -0.445281 -1.792061 -2.992053 >
point34877 < -0.445017 -1.792089 -2.992082 >
point34878 < -0.444753 -1.792118 -2.992111 >
point34879 < -0.444488 -1.792147 -2.992140 >
point34880 < -0.444224 -1.792176 -2.992169 >
point34881 < -0.443960 -1.792205 -2.992198 >
point34882 < -0.443695 -1.792233 -2.992227 >
point34883 < -0.443431 -1.792262 -2.992255 >
point34884 < -0.443167 -1.792291 -2.992284 >
point34885 < -0.442902 -1.792319 -2.992313 >
point34886 < -0.442638 -1.792348 -2.992341 >
point34887 < -0.442373 -1.792376 -2.992370 >
point34888 < -0.442109 -1.792404 -2.992398 >
point34889 < -0.441845 -1.792433 -2.992426 >
point34890 < -0.441580 -1.792461 -2.992455 >
point34891 < -0.441316 -1.792489 -2.992483 >
point34892 < -0.441051 -1.792517 -2.992511 >
point34893 < -0.440787 -1.792546 -2.992539 >
point34894 < -0.440523 -1.792574 -2.992567 >
point34895 < -0.440258 -1.792602 -2.992595 >
point34896 < -0.439994 -1.792630 -2.992623 >
point34897 < -0.439729 -1.792657 -2.992651 >
point34898 < -0.439465 -1.792685 -2.992679 >
point34899 < -0.439201 -1.792713 -2.992707 >
point34900 < -0.438936 -1.792741 -2.992735 >
point34901 < -0.438672 -1.792768 -2.992763 >
point34902 < -0.438407 -1.792796 -2.992790 >
point34903 < -0.438143 -1.792824 -2.992818 >
point34904 < -0.437878 -1.792851 -2.992846 >
point34905 < -0.437614 -1.792879 -2.992873 >
point34906 < -0.437349 -1.792906 -2.992901 >
point34907 < -0.437085 -1.792933 -2.992928 >
point34908 < -0.436820 -1.792961 -2.992955 >
point34909 < -0.436556 -1.792988 -2.992983 >
point34910 < -0.436291 -1.793015 -2.993010 >
point34911 < -0.436027 -1.793042 -2.993037 >
point34912 < -0.435762 -1.793070 -2.993064 >
point34913 < -0.435498 -1.793097 -2.993091 >
point34914 < -0.435233 -1.793124 -2.993118 >
point34915 < -0.434969 -1.793151 -2.993145 >
point34916 < -0.434704 -1.793177 -2.993172 >
point34917 < -0.434439 -1.793204 -2.993199 >
point34918 < -0.434175 -1.793231 -2.993226 >
point34919 < -0.433910 -1.793258 -2.993253 >
point34920 < -0.433646 -1.793285 -2.993279 >
point34921 < -0.433381 -1.793311 -2.993306 >
point34922 < -0.433117 -1.793338 -2.993333 >
point34923 < -0.432852 -1.793364 -2.993359 >
point34924 < -0.432587 -1.793391 -2.993386 >
point34925 < -0.432323 -1.793417 -2.993412 >
point34926 < -0.432058 -1.793444 -2.993439 >
point34927 < -0.431794 -1.793470 -2.993465 >
point34928 < -0.431529 -1.793496 -2.993491 >
point34929 < -0.431264 -1.793522 -2.993518 >
point34930 < -0.431000 -1.793548 -2.993544 >
point34931 < -0.430735 -1.793575 -2.993570 >
point34932 < -0.430471 -1.793601 -2.993596 >
point34933 < -0.430206 -1.793627 -2.993622 >
point34934 < -0.429941 -1.793653 -2.993648 >
point34935 < -0.429677 -1.793678 -2.993674 >
point34936 < -0.429412 -1.793704 -2.993700 >
point34937 < -0.429147 -1.793730 -2.993726 >
point34938 < -0.428883 -1.793756 -2.993751 >
point34939 < -0.428618 -1.793782 -2.993777 >
point34940 < -0.428353 -1.793807 -2.993803 >
point34941 < -0.428088 -1.793833 -2.993828 >
point34942 < -0.427824 -1.793858 -2.993854 >
point34943 < -0.427559 -1.793884 -2.993880 >
point34944 < -0.427294 -1.793909 -2.993905 >
point34945 < -0.427030 -1.793934 -2.993930 >
point34946 < -0.426765 -1.793960 -2.993956 >
point34947 < -0.426500 -1.793985 -2.993981 >
point34948 < -0.426235 -1.794010 -2.994006 >
point34949 < -0.425971 -1.794035 -2.994031 >
point34950 < -0.425706 -1.794061 -2.994057 >
point34951 < -0.425441 -1.794086 -2.994082 >
point34952 < -0.425176 -1.794111 -2.994107 >
point34953 < -0.424912 -1.794136 -2.994132 >
point34954 < -0.424647 -1.794160 -2.994157 >
point34955 < -0.424382 -1.794185 -2.994181 >
point34956 < -0.424117 -1.794210 -2.994206 >
point34957 < -0.423853 -1.794235 -2.994231 >
point34958 < -0.423588 -1.794259 -2.994256 >
point34959 < -0.423323 -1.794284 -2.994280 >
point34960 < -0.423058 -1.794309 -2.994305 >
point34961 < -0.422793 -1.794333 -2.994330 >
point34962 < -0.422529 -1.794358 -2.994354 >
point34963 < -0.422264 -1.794382 -2.994379 >
point34964 < -0.421999 -1.794406 -2.994403 >
point34965 < -0.421734 -1.794431 -2.994427 >
point34966 < -0.421469 -1.794455 -2.994452 >
point34967 < -0.421205 -1.794479 -2.994476 >
point34968 < -0.420940 -1.794503 -2.994500 >
point34969 < -0.420675 -1.794527 -2.994524 >
point34970 < -0.420410 -1.794551 -2.994548 >
point34971 < -0.420145 -1.794575 -2.994572 >
point34972 < -0.419880 -1.794599 -2.994596 >
point34973 < -0.419615 -1.794623 -2.994620 >
point34974 < -0.419351 -1.794647 -2.994644 >
point34975 < -0.419086 -1.794671 -2.994668 >
point34976 < -0.418821 -1.794695 -2.994692 >
point34977 < -0.418556 -1.794718 -2.994715 >
point34978 < -0.418291 -1.794742 -2.994739 >
point34979 < -0.418026 -1.794766 -2.994762 >
point34980 < -0.417761 -1.794789 -2.994786 >
point34981 < -0.417496 -1.794813 -2.994810 >
point34982 < -0.417231 -1.794836 -2.994833 >
point34983 < -0.416966 -1.794859 -2.994856 >
point34984 < -0.416702 -1.794883 -2.994880 >
point34985 < -0.416437 -1.794906 -2.994903 >
point34986 < -0.416172 -1.794929 -2.994926 >
point34987 < -0.415907 -1.794952 -2.994949 >
point34988 < -0.415642 -1.794975 -2.994972 >
point34989 < -0.415377 -1.794998 -2.994996 >
point34990 < -0.415112 -1.795021 -2.995019 >
IT-IS-I < -0.414847 -1.795044 -2.995042 >
point34992 < -0.414582 -1.795067 -2.995064 >
point34993 < -0.414317 -1.795090 -2.995087 >
point34994 < -0.414052 -1.795113 -2.995110 >
point34995 < -0.413787 -1.795135 -2.995133 >
point34996 < -0.413522 -1.795158 -2.995156 >
point34997 < -0.413257 -1.795181 -2.995178 >
point34998 < -0.412992 -1.795203 -2.995201 >
point34999 < -0.412727 -1.795226 -2.995223 >
point35000 < -0.412462 -1.795248 -2.995246 >
point35001 < -0.412197 -1.795271 -2.995268 >
point35002 < -0.411932 -1.795293 -2.995291 >
point35003 < -0.411667 -1.795315 -2.995313 >
point35004 < -0.411402 -1.795338 -2.995335 >
point35005 < -0.411137 -1.795360 -2.995357 >
point35006 < -0.410872 -1.795382 -2.995380 >
point35007 < -0.410607 -1.795404 -2.995402 >
point35008 < -0.410342 -1.795426 -2.995424 >
point35009 < -0.410077 -1.795448 -2.995446 >
point35010 < -0.409812 -1.795470 -2.995468 >
point35011 < -0.409547 -1.795492 -2.995490 >
point35012 < -0.409282 -1.795514 -2.995512 >
point35013 < -0.409017 -1.795536 -2.995533 >
point35014 < -0.408751 -1.795557 -2.995555 >
point35015 < -0.408486 -1.795579 -2.995577 >
point35016 < -0.408221 -1.795601 -2.995598 >
point35017 < -0.407956 -1.795622 -2.995620 >
point35018 < -0.407691 -1.795644 -2.995641 >
point35019 < -0.407426 -1.795665 -2.995663 >
point35020 < -0.407161 -1.795686 -2.995684 >
point35021 < -0.406896 -1.795708 -2.995706 >
point35022 < -0.406631 -1.795729 -2.995727 >
point35023 < -0.406366 -1.795750 -2.995748 >
point35024 < -0.406100 -1.795772 -2.995770 >
point35025 < -0.405835 -1.795793 -2.995791 >
point35026 < -0.405570 -1.795814 -2.995812 >
point35027 < -0.405305 -1.795835 -2.995833 >
point35028 < -0.405040 -1.795856 -2.995854 >
point35029 < -0.404775 -1.795877 -2.995875 >
point35030 < -0.404510 -1.795898 -2.995896 >
point35031 < -0.404244 -1.795918 -2.995917 >
point35032 < -0.403979 -1.795939 -2.995937 >
point35033 < -0.403714 -1.795960 -2.995958 >
point35034 < -0.403449 -1.795981 -2.995979 >
point35035 < -0.403184 -1.796001 -2.995999 >
point35036 < -0.402919 -1.796022 -2.996020 >
point35037 < -0.402653 -1.796042 -2.996041 >
point35038 < -0.402388 -1.796063 -2.996061 >
point35039 < -0.402123 -1.796083 -2.996081 >
point35040 < -0.401858 -1.796103 -2.996102 >
point35041 < -0.401593 -1.796124 -2.996122 >
point35042 < -0.401327 -1.796144 -2.996142 >
point35043 < -0.401062 -1.796164 -2.996163 >
point35044 < -0.400797 -1.796184 -2.996183 >
point35045 < -0.400532 -1.796204 -2.996203 >
point35046 < -0.400267 -1.796224 -2.996223 >
point35047 < -0.400001 -1.796244 -2.996243 >
point35048 < -0.399736 -1.796264 -2.996263 >
point35049 < -0.399471 -1.796284 -2.996283 >
point35050 < -0.399206 -1.796304 -2.996303 >
point35051 < -0.398940 -1.796324 -2.996322 >
point35052 < -0.398675 -1.796344 -2.996342 >
point35053 < -0.398410 -1.796363 -2.996362 >
point35054 < -0.398145 -1.796383 -2.996381 >
point35055 < -0.397879 -1.796402 -2.996401 >
point35056 < -0.397614 -1.796422 -2.996420 >
point35057 < -0.397349 -1.796441 -2.996440 >
point35058 < -0.397084 -1.796461 -2.996459 >
point35059 < -0.396818 -1.796480 -2.996479 >
point35060 < -0.396553 -1.796499 -2.996498 >
point35061 < -0.396288 -1.796519 -2.996517 >
point35062 < -0.396022 -1.796538 -2.996536 >
point35063 < -0.395757 -1.796557 -2.996556 >
point35064 < -0.395492 -1.796576 -2.996575 >
point35065 < -0.395227 -1.796595 -2.996594 >
point35066 < -0.394961 -1.796614 -2.996613 >
point35067 < -0.394696 -1.796633 -2.996632 >
point35068 < -0.394431 -1.796652 -2.996650 >
point35069 < -0.394165 -1.796671 -2.996669 >
point35070 < -0.393900 -1.796689 -2.996688 >
point35071 < -0.393635 -1.796708 -2.996707 >
point35072 < -0.393369 -1.796727 -2.996725 >
point35073 < -0.393104 -1.796745 -2.996744 >
point35074 < -0.392839 -1.796764 -2.996763 >
point35075 < -0.392573 -1.796782 -2.996781 >
point35076 < -0.392308 -1.796801 -2.996800 >
point35077 < -0.392043 -1.796819 -2.996818 >
point35078 < -0.391777 -1.796837 -2.996836 >
point35079 < -0.391512 -1.796856 -2.996855 >
point35080 < -0.391246 -1.796874 -2.996873 >
point35081 < -0.390981 -1.796892 -2.996891 >
point35082 < -0.390716 -1.796910 -2.996909 >
point35083 < -0.390450 -1.796928 -2.996927 >
point35084 < -0.390185 -1.796946 -2.996945 >
point35085 < -0.389920 -1.796964 -2.996963 >
point35086 < -0.389654 -1.796982 -2.996981 >
point35087 < -0.389389 -1.797000 -2.996999 >
point35088 < -0.389123 -1.797018 -2.997017 >
point35089 < -0.388858 -1.797036 -2.997035 >
point35090 < -0.388593 -1.797053 -2.997052 >
point35091 < -0.388327 -1.797071 -2.997070 >
point35092 < -0.388062 -1.797089 -2.997088 >
point35093 < -0.387796 -1.797106 -2.997105 >
point35094 < -0.387531 -1.797124 -2.997123 >
point35095 < -0.387265 -1.797141 -2.997140 >
point35096 < -0.387000 -1.797158 -2.997158 >
point35097 < -0.386735 -1.797176 -2.997175 >
point35098 < -0.386469 -1.797193 -2.997192 >
point35099 < -0.386204 -1.797210 -2.997209 >
point35100 < -0.385938 -1.797227 -2.997227 >
point35101 < -0.385673 -1.797245 -2.997244 >
point35102 < -0.385407 -1.797262 -2.997261 >
point35103 < -0.385142 -1.797279 -2.997278 >
point35104 < -0.384876 -1.797296 -2.997295 >
point35105 < -0.384611 -1.797313 -2.997312 >
point35106 < -0.384346 -1.797329 -2.997329 >
point35107 < -0.384080 -1.797346 -2.997345 >
point35108 < -0.383815 -1.797363 -2.997362 >
point35109 < -0.383549 -1.797380 -2.997379 >
point35110 < -0.383284 -1.797396 -2.997396 >
point35111 < -0.383018 -1.797413 -2.997412 >
point35112 < -0.382753 -1.797429 -2.997429 >
point35113 < -0.382487 -1.797446 -2.997445 >
point35114 < -0.382222 -1.797462 -2.997462 >
point35115 < -0.381956 -1.797479 -2.997478 >
point35116 < -0.381691 -1.797495 -2.997494 >
point35117 < -0.381425 -1.797511 -2.997511 >
point35118 < -0.381160 -1.797528 -2.997527 >
point35119 < -0.380894 -1.797544 -2.997543 >
point35120 < -0.380629 -1.797560 -2.997559 >
point35121 < -0.380363 -1.797576 -2.997575 >
point35122 < -0.380098 -1.797592 -2.997591 >
point35123 < -0.379832 -1.797608 -2.997607 >
point35124 < -0.379566 -1.797624 -2.997623 >
point35125 < -0.379301 -1.797640 -2.997639 >
point35126 < -0.379035 -1.797655 -2.997655 >
point35127 < -0.378770 -1.797671 -2.997671 >
point35128 < -0.378504 -1.797687 -2.997686 >
point35129 < -0.378239 -1.797702 -2.997702 >
point35130 < -0.377973 -1.797718 -2.997717 >
point35131 < -0.377708 -1.797734 -2.997733 >
point35132 < -0.377442 -1.797749 -2.997748 >
point35133 < -0.377177 -1.797764 -2.997764 >
point35134 < -0.376911 -1.797780 -2.997779 >
point35135 < -0.376645 -1.797795 -2.997795 >
point35136 < -0.376380 -1.797810 -2.997810 >
point35137 < -0.376114 -1.797826 -2.997825 >
point35138 < -0.375849 -1.797841 -2.997840 >
point35139 < -0.375583 -1.797856 -2.997855 >
point35140 < -0.375317 -1.797871 -2.997870 >
point35141 < -0.375052 -1.797886 -2.997885 >
point35142 < -0.374786 -1.797901 -2.997900 >
point35143 < -0.374521 -1.797916 -2.997915 >
point35144 < -0.374255 -1.797931 -2.997930 >
point35145 < -0.373989 -1.797945 -2.997945 >
point35146 < -0.373724 -1.797960 -2.997960 >
point35147 < -0.373458 -1.797975 -2.997974 >
point35148 < -0.373193 -1.797989 -2.997989 >
point35149 < -0.372927 -1.798004 -2.998004 >
point35150 < -0.372661 -1.798019 -2.998018 >
point35151 < -0.372396 -1.798033 -2.998033 >
point35152 < -0.372130 -1.798047 -2.998047 >
point35153 < -0.371865 -1.798062 -2.998061 >
point35154 < -0.371599 -1.798076 -2.998076 >
point35155 < -0.371333 -1.798090 -2.998090 >
point35156 < -0.371068 -1.798105 -2.998104 >
point35157 < -0.370802 -1.798119 -2.998118 >
point35158 < -0.370536 -1.798133 -2.998132 >
point35159 < -0.370271 -1.798147 -2.998147 >
point35160 < -0.370005 -1.798161 -2.998161 >
point35161 < -0.369739 -1.798175 -2.998174 >
point35162 < -0.369474 -1.798189 -2.998188 >
point35163 < -0.369208 -1.798203 -2.998202 >
point35164 < -0.368942 -1.798216 -2.998216 >
point35165 < -0.368677 -1.798230 -2.998230 >
point35166 < -0.368411 -1.798244 -2.998243 >
point35167 < -0.368145 -1.798257 -2.998257 >
point35168 < -0.367880 -1.798271 -2.998271 >
point35169 < -0.367614 -1.798284 -2.998284 >
point35170 < -0.367348 -1.798298 -2.998298 >
point35171 < -0.367083 -1.798311 -2.998311 >
point35172 < -0.366817 -1.798325 -2.998324 >
point35173 < -0.366551 -1.798338 -2.998338 >
point35174 < -0.366286 -1.798351 -2.998351 >
point35175 < -0.366020 -1.798364 -2.998364 >
point35176 < -0.365754 -1.798378 -2.998377 >
point35177 < -0.365488 -1.798391 -2.998390 >
point35178 < -0.365223 -1.798404 -2.998403 >
point35179 < -0.364957 -1.798417 -2.998416 >
point35180 < -0.364691 -1.798430 -2.998429 >
point35181 < -0.364426 -1.798443 -2.998442 >
point35182 < -0.364160 -1.798455 -2.998455 >
point35183 < -0.363894 -1.798468 -2.998468 >
point35184 < -0.363628 -1.798481 -2.998481 >
point35185 < -0.363363 -1.798494 -2.998493 >
point35186 < -0.363097 -1.798506 -2.998506 >
point35187 < -0.362831 -1.798519 -2.998518 >
point35188 < -0.362566 -1.798531 -2.998531 >
point35189 < -0.362300 -1.798544 -2.998543 >
point35190 < -0.362034 -1.798556 -2.998556 >
point35191 < -0.361768 -1.798568 -2.998568 >
point35192 < -0.361503 -1.798581 -2.998581 >
point35193 < -0.361237 -1.798593 -2.998593 >
point35194 < -0.360971 -1.798605 -2.998605 >
point35195 < -0.360705 -1.798617 -2.998617 >
point35196 < -0.360440 -1.798629 -2.998629 >
point35197 < -0.360174 -1.798641 -2.998641 >
point35198 < -0.359908 -1.798653 -2.998653 >
point35199 < -0.359642 -1.798665 -2.998665 >
point35200 < -0.359376 -1.798677 -2.998677 >
point35201 < -0.359111 -1.798689 -2.998689 >
point35202 < -0.358845 -1.798701 -2.998701 >
point35203 < -0.358579 -1.798713 -2.998712 >
point35204 < -0.358313 -1.798724 -2.998724 >
point35205 < -0.358048 -1.798736 -2.998736 >
point35206 < -0.357782 -1.798747 -2.998747 >
point35207 < -0.357516 -1.798759 -2.998759 >
point35208 < -0.357250 -1.798770 -2.998770 >
point35209 < -0.356984 -1.798782 -2.998782 >
point35210 < -0.356719 -1.798793 -2.998793 >
point35211 < -0.356453 -1.798804 -2.998804 >
point35212 < -0.356187 -1.798816 -2.998815 >
point35213 < -0.355921 -1.798827 -2.998827 >
point35214 < -0.355655 -1.798838 -2.998838 >
point35215 < -0.355390 -1.798849 -2.998849 >
point35216 < -0.355124 -1.798860 -2.998860 >
point35217 < -0.354858 -1.798871 -2.998871 >
point35218 < -0.354592 -1.798882 -2.998882 >
point35219 < -0.354326 -1.798893 -2.998893 >
point35220 < -0.354061 -1.798904 -2.998903 >
point35221 < -0.353795 -1.798914 -2.998914 >
point35222 < -0.353529 -1.798925 -2.998925 >
point35223 < -0.353263 -1.798936 -2.998936 >
point35224 < -0.352997 -1.798946 -2.998946 >
point35225 < -0.352731 -1.798957 -2.998957 >
point35226 < -0.352466 -1.798967 -2.998967 >
point35227 < -0.352200 -1.798978 -2.998978 >
point35228 < -0.351934 -1.798988 -2.998988 >
point35229 < -0.351668 -1.798999 -2.998998 >
point35230 < -0.351402 -1.799009 -2.999009 >
point35231 < -0.351136 -1.799019 -2.999019 >
point35232 < -0.350871 -1.799029 -2.999029 >
point35233 < -0.350605 -1.799039 -2.999039 >
point35234 < -0.350339 -1.799049 -2.999049 >
point35235 < -0.350073 -1.799059 -2.999059 >
point35236 < -0.349807 -1.799069 -2.999069 >
point35237 < -0.349541 -1.799079 -2.999079 >
point35238 < -0.349275 -1.799089 -2.999089 >
point35239 < -0.349010 -1.799099 -2.999099 >
point35240 < -0.348744 -1.799109 -2.999109 >
point35241 < -0.348478 -1.799118 -2.999118 >
point35242 < -0.348212 -1.799128 -2.999128 >
point35243 < -0.347946 -1.799138 -2.999138 >
point35244 < -0.347680 -1.799147 -2.999147 >
point35245 < -0.347414 -1.799157 -2.999157 >
point35246 < -0.347149 -1.799166 -2.999166 >
point35247 < -0.346883 -1.799175 -2.999175 >
point35248 < -0.346617 -1.799185 -2.999185 >
point35249 < -0.346351 -1.799194 -2.999194 >
point35250 < -0.346085 -1.799203 -2.999203 >
point35251 < -0.345819 -1.799212 -2.999212 >
point35252 < -0.345553 -1.799222 -2.999222 >
point35253 < -0.345287 -1.799231 -2.999231 >
point35254 < -0.345021 -1.799240 -2.999240 >
point35255 < -0.344756 -1.799249 -2.999249 >
point35256 < -0.344490 -1.799258 -2.999257 >
point35257 < -0.344224 -1.799266 -2.999266 >
point35258 < -0.343958 -1.799275 -2.999275 >
point35259 < -0.343692 -1.799284 -2.999284 >
point35260 < -0.343426 -1.799293 -2.999293 >
point35261 < -0.343160 -1.799301 -2.999301 >
point35262 < -0.342894 -1.799310 -2.999310 >
point35263 < -0.342628 -1.799318 -2.999318 >
point35264 < -0.342362 -1.799327 -2.999327 >
point35265 < -0.342097 -1.799335 -2.999335 >
point35266 < -0.341831 -1.799344 -2.999344 >
point35267 < -0.341565 -1.799352 -2.999352 >
point35268 < -0.341299 -1.799360 -2.999360 >
point35269 < -0.341033 -1.799368 -2.999368 >
point35270 < -0.340767 -1.799377 -2.999377 >
point35271 < -0.340501 -1.799385 -2.999385 >
point35272 < -0.340235 -1.799393 -2.999393 >
point35273 < -0.339969 -1.799401 -2.999401 >
point35274 < -0.339703 -1.799409 -2.999409 >
point35275 < -0.339437 -1.799417 -2.999417 >
point35276 < -0.339171 -1.799424 -2.999424 >
point35277 < -0.338905 -1.799432 -2.999432 >
point35278 < -0.338639 -1.799440 -2.999440 >
point35279 < -0.338374 -1.799448 -2.999448 >
point35280 < -0.338108 -1.799455 -2.999455 >
point35281 < -0.337842 -1.799463 -2.999463 >
point35282 < -0.337576 -1.799470 -2.999470 >
point35283 < -0.337310 -1.799478 -2.999478 >
point35284 < -0.337044 -1.799485 -2.999485 >
point35285 < -0.336778 -1.799493 -2.999493 >
point35286 < -0.336512 -1.799500 -2.999500 >
point35287 < -0.336246 -1.799507 -2.999507 >
point35288 < -0.335980 -1.799514 -2.999514 >
point35289 < -0.335714 -1.799522 -2.999522 >
point35290 < -0.335448 -1.799529 -2.999529 >
point35291 < -0.335182 -1.799536 -2.999536 >
point35292 < -0.334916 -1.799543 -2.999543 >
point35293 < -0.334650 -1.799550 -2.999550 >
point35294 < -0.334384 -1.799557 -2.999557 >
point35295 < -0.334118 -1.799563 -2.999563 >
point35296 < -0.333852 -1.799570 -2.999570 >
point35297 < -0.333586 -1.799577 -2.999577 >
point35298 < -0.333320 -1.799584 -2.999584 >
point35299 < -0.333054 -1.799590 -2.999590 >
point35300 < -0.332788 -1.799597 -2.999597 >
point35301 < -0.332522 -1.799603 -2.999603 >
point35302 < -0.332257 -1.799610 -2.999610 >
point35303 < -0.331991 -1.799616 -2.999616 >
point35304 < -0.331725 -1.799623 -2.999623 >
point35305 < -0.331459 -1.799629 -2.999629 >
point35306 < -0.331193 -1.799635 -2.999635 >
point35307 < -0.330927 -1.799641 -2.999641 >
point35308 < -0.330661 -1.799647 -2.999647 >
point35309 < -0.330395 -1.799654 -2.999654 >
point35310 < -0.330129 -1.799660 -2.999660 >
point35311 < -0.329863 -1.799666 -2.999666 >
point35312 < -0.329597 -1.799671 -2.999671 >
point35313 < -0.329331 -1.799677 -2.999677 >
point35314 < -0.329065 -1.799683 -2.999683 >
point35315 < -0.328799 -1.799689 -2.999689 >
point35316 < -0.328533 -1.799695 -2.999695 >
point35317 < -0.328267 -1.799700 -2.999700 >
point35318 < -0.328001 -1.799706 -2.999706 >
point35319 < -0.327735 -1.799712 -2.999712 >
point35320 < -0.327469 -1.799717 -2.999717 >
point35321 < -0.327203 -1.799722 -2.999722 >
point35322 < -0.326937 -1.799728 -2.999728 >
point35323 < -0.326671 -1.799733 -2.999733 >
point35324 < -0.326405 -1.799739 -2.999739 >
point35325 < -0.326139 -1.799744 -2.999744 >
point35326 < -0.325873 -1.799749 -2.999749 >
point35327 < -0.325607 -1.799754 -2.999754 >
point35328 < -0.325341 -1.799759 -2.999759 >
point35329 < -0.325075 -1.799764 -2.999764 >
point35330 < -0.324809 -1.799769 -2.999769 >
point35331 < -0.324543 -1.799774 -2.999774 >
point35332 < -0.324277 -1.799779 -2.999779 >
point35333 < -0.324011 -1.799784 -2.999784 >
point35334 < -0.323745 -1.799789 -2.999789 >
point35335 < -0.323479 -1.799793 -2.999793 >
point35336 < -0.323213 -1.799798 -2.999798 >
point35337 < -0.322947 -1.799803 -2.999803 >
point35338 < -0.322681 -1.799807 -2.999807 >
point35339 < -0.322415 -1.799812 -2.999812 >
point35340 < -0.322149 -1.799816 -2.999816 >
point35341 < -0.321883 -1.799820 -2.999820 >
point35342 < -0.321616 -1.799825 -2.999825 >
point35343 < -0.321350 -1.799829 -2.999829 >
point35344 < -0.321084 -1.799833 -2.999833 >
point35345 < -0.320818 -1.799837 -2.999837 >
point35346 < -0.320552 -1.799842 -2.999842 >
point35347 < -0.320286 -1.799846 -2.999846 >
point35348 < -0.320020 -1.799850 -2.999850 >
point35349 < -0.319754 -1.799854 -2.999854 >
point35350 < -0.319488 -1.799858 -2.999858 >
point35351 < -0.319222 -1.799861 -2.999861 >
point35352 < -0.318956 -1.799865 -2.999865 >
point35353 < -0.318690 -1.799869 -2.999869 >
point35354 < -0.318424 -1.799873 -2.999873 >
point35355 < -0.318158 -1.799876 -2.999876 >
point35356 < -0.317892 -1.799880 -2.999880 >
point35357 < -0.317626 -1.799883 -2.999883 >
point35358 < -0.317360 -1.799887 -2.999887 >
point35359 < -0.317094 -1.799890 -2.999890 >
point35360 < -0.316828 -1.799894 -2.999894 >
point35361 < -0.316562 -1.799897 -2.999897 >
point35362 < -0.316296 -1.799900 -2.999900 >
point35363 < -0.316030 -1.799904 -2.999904 >
point35364 < -0.315764 -1.799907 -2.999907 >
point35365 < -0.315498 -1.799910 -2.999910 >
point35366 < -0.315232 -1.799913 -2.999913 >
point35367 < -0.314966 -1.799916 -2.999916 >
point35368 < -0.314700 -1.799919 -2.999919 >
point35369 < -0.314434 -1.799922 -2.999922 >
point35370 < -0.314168 -1.799925 -2.999925 >
point35371 < -0.313901 -1.799928 -2.999928 >
point35372 < -0.313635 -1.799930 -2.999930 >
point35373 < -0.313369 -1.799933 -2.999933 >
point35374 < -0.313103 -1.799936 -2.999936 >
point35375 < -0.312837 -1.799938 -2.999938 >
point35376 < -0.312571 -1.799941 -2.999941 >
point35377 < -0.312305 -1.799943 -2.999943 >
point35378 < -0.312039 -1.799946 -2.999946 >
point35379 < -0.311773 -1.799948 -2.999948 >
point35380 < -0.311507 -1.799950 -2.999950 >
point35381 < -0.311241 -1.799953 -2.999953 >
point35382 < -0.310975 -1.799955 -2.999955 >
point35383 < -0.310709 -1.799957 -2.999957 >
point35384 < -0.310443 -1.799959 -2.999959 >
point35385 < -0.310177 -1.799961 -2.999961 >
point35386 < -0.309911 -1.799963 -2.999963 >
point35387 < -0.309645 -1.799965 -2.999965 >
point35388 < -0.309379 -1.799967 -2.999967 >
point35389 < -0.309113 -1.799969 -2.999969 >
point35390 < -0.308846 -1.799971 -2.999971 >
point35391 < -0.308580 -1.799972 -2.999972 >
point35392 < -0.308314 -1.799974 -2.999974 >
point35393 < -0.308048 -1.799976 -2.999976 >
point35394 < -0.307782 -1.799977 -2.999977 >
point35395 < -0.307516 -1.799979 -2.999979 >
point35396 < -0.307250 -1.799980 -2.999980 >
point35397 < -0.306984 -1.799982 -2.999982 >
point35398 < -0.306718 -1.799983 -2.999983 >
point35399 < -0.306452 -1.799984 -2.999984 >
point35400 < -0.306186 -1.799986 -2.999986 >
point35401 < -0.305920 -1.799987 -2.999987 >
point35402 < -0.305654 -1.799988 -2.999988 >
point35403 < -0.305388 -1.799989 -2.999989 >
point35404 < -0.305122 -1.799990 -2.999990 >
